#ct	dtheta
0.00162	0.000748473
0.00163	0.000657555
0.00164	0.000725488
0.00165	0.000791513
0.00166	0.000765843
0.00167	0.000778799
0.00168	0.000788012
0.00169	0.000737383
0.0017	0.000692137
0.00171	0.000732282
0.00172	0.00081408
0.00173	0.000757407
0.00174	0.000682443
0.00175	0.000567899
0.00176	0.000518027
0.00177	0.000566948
0.00178	0.00066333
0.00179	0.000707645
0.0018	0.000699649
0.00181	0.000703124
0.00182	0.000686141
0.00183	0.0007052
0.00184	0.000632148
0.00185	0.000651933
0.00186	0.000617675
0.00187	0.000655752
0.00188	0.000679065
0.00189	0.000646509
0.0019	0.000654584
0.00191	0.000777188
0.00192	0.000799513
0.00193	0.000759768
0.00194	0.000803835
0.00195	0.000787664
0.00196	0.000795511
0.00197	0.000818532
0.00198	0.000772038
0.00199	0.000781008
0.002	0.000827528
0.00201	0.000884643
0.00202	0.000999163
0.00203	0.000969224
0.00204	0.000968605
0.00205	0.000996484
0.00206	0.000993235
0.00207	0.000949625
0.00208	0.000962554
0.00209	0.00106216
0.0021	0.00111129
0.00211	0.00111223
0.00212	0.00115585
0.00213	0.00118868
0.00214	0.00116328
0.00215	0.00116554
0.00216	0.00121251
0.00217	0.00118579
0.00218	0.00109672
0.00219	0.00116821
0.0022	0.00114137
0.00221	0.00118262
0.00222	0.00123612
0.00223	0.00122079
0.00224	0.0011084
0.00225	0.00110076
0.00226	0.00107889
0.00227	0.00104493
0.00228	0.00106299
0.00229	0.00106768
0.0023	0.00107758
0.00231	0.00113074
0.00232	0.00118408
0.00233	0.00125063
0.00234	0.00123578
0.00235	0.00126353
0.00236	0.00129554
0.00237	0.00133413
0.00238	0.0013656
0.00239	0.00138745
0.0024	0.00139403
0.00241	0.00140942
0.00242	0.00137453
0.00243	0.00135619
0.00244	0.00137088
0.00245	0.00140103
0.00246	0.00138255
0.00247	0.00135161
0.00248	0.00131612
0.00249	0.00133977
0.0025	0.00140644
0.00251	0.00141494
0.00252	0.00137057
0.00253	0.00136449
0.00254	0.00132722
0.00255	0.00138565
0.00256	0.00139336
0.00257	0.001411
0.00258	0.00142278
0.00259	0.00137589
0.0026	0.00137431
0.00261	0.00132924
0.00262	0.00139064
0.00263	0.00138939
0.00264	0.00134845
0.00265	0.00129763
0.00266	0.00122279
0.00267	0.00117091
0.00268	0.00118905
0.00269	0.00119657
0.0027	0.00122208
0.00271	0.00125901
0.00272	0.00123224
0.00273	0.00123318
0.00274	0.00120451
0.00275	0.00123341
0.00276	0.00122181
0.00277	0.00128807
0.00278	0.00129235
0.00279	0.00127599
0.0028	0.00134101
0.00281	0.00132116
0.00282	0.001274
0.00283	0.00127536
0.00284	0.00125519
0.00285	0.00127084
0.00286	0.00134391
0.00287	0.00140764
0.00288	0.00147927
0.00289	0.00147037
0.0029	0.00148744
0.00291	0.00149461
0.00292	0.00151732
0.00293	0.00151068
0.00294	0.00147999
0.00295	0.00145447
0.00296	0.00139805
0.00297	0.00142741
0.00298	0.00141367
0.00299	0.00148077
0.003	0.00157868
0.00301	0.00147148
0.00302	0.001508
0.00303	0.00148195
0.00304	0.00143313
0.00305	0.00138151
0.00306	0.0014196
0.00307	0.0014129
0.00308	0.00137594
0.00309	0.00135136
0.0031	0.00139367
0.00311	0.00139326
0.00312	0.00136412
0.00313	0.00140181
0.00314	0.00134423
0.00315	0.00131926
0.00316	0.00131409
0.00317	0.00126748
0.00318	0.00126463
0.00319	0.00128609
0.0032	0.0013046
0.00321	0.00131273
0.00322	0.00132089
0.00323	0.00134702
0.00324	0.00135576
0.00325	0.00130063
0.00326	0.00129222
0.00327	0.0013418
0.00328	0.00130413
0.00329	0.00130561
0.0033	0.00129086
0.00331	0.00133715
0.00332	0.00128738
0.00333	0.00121998
0.00334	0.00115946
0.00335	0.00116475
0.00336	0.00117204
0.00337	0.00126743
0.00338	0.0012035
0.00339	0.00129306
0.0034	0.00132775
0.00341	0.0013061
0.00342	0.00132695
0.00343	0.00130285
0.00344	0.0013259
0.00345	0.00134818
0.00346	0.00139335
0.00347	0.00139398
0.00348	0.00135733
0.00349	0.0013913
0.0035	0.00135976
0.00351	0.00134094
0.00352	0.00135671
0.00353	0.00133299
0.00354	0.00128209
0.00355	0.00134199
0.00356	0.00132896
0.00357	0.00133586
0.00358	0.00126899
0.00359	0.00118213
0.0036	0.00111674
0.00361	0.00117812
0.00362	0.00128325
0.00363	0.00130461
0.00364	0.00126846
0.00365	0.00120526
0.00366	0.00120129
0.00367	0.00118602
0.00368	0.00111897
0.00369	0.00108087
0.0037	0.00111487
0.00371	0.00112318
0.00372	0.00112028
0.00373	0.00118066
0.00374	0.0011402
0.00375	0.00111907
0.00376	0.00112321
0.00377	0.000978059
0.00378	0.000994857
0.00379	0.0010386
0.0038	0.000949606
0.00381	0.000995761
0.00382	0.000910129
0.00383	0.000885079
0.00384	0.000892547
0.00385	0.000862283
0.00386	0.000862638
0.00387	0.000833135
0.00388	0.000841005
0.00389	0.000856988
0.0039	0.000814502
0.00391	0.000875327
0.00392	0.000850119
0.00393	0.000795429
0.00394	0.000753937
0.00395	0.000731461
0.00396	0.00070913
0.00397	0.000779898
0.00398	0.000832153
0.00399	0.000929472
0.004	0.000991059
0.00401	0.000995918
0.00402	0.0009372
0.00403	0.000978589
0.00404	0.000921354
0.00405	0.000884199
0.00406	0.000930866
0.00407	0.000810906
0.00408	0.000809563
0.00409	0.000894667
0.0041	0.000988944
0.00411	0.000951455
0.00412	0.000936729
0.00413	0.000951979
0.00414	0.00091289
0.00415	0.000938874
0.00416	0.000904588
0.00417	0.000990987
0.00418	0.00105107
0.00419	0.00105842
0.0042	0.00108884
0.00421	0.00112978
0.00422	0.00109662
0.00423	0.00102674
0.00424	0.00103017
0.00425	0.000943658
0.00426	0.00088563
0.00427	0.000877356
0.00428	0.000866313
0.00429	0.000883437
0.0043	0.000880211
0.00431	0.000832391
0.00432	0.000827452
0.00433	0.00079904
0.00434	0.000831163
0.00435	0.000834861
0.00436	0.000833432
0.00437	0.000844903
0.00438	0.000876622
0.00439	0.000951692
0.0044	0.000974197
0.00441	0.000980819
0.00442	0.00102065
0.00443	0.000963427
0.00444	0.000973823
0.00445	0.000950644
0.00446	0.000972691
0.00447	0.000922856
0.00448	0.000878987
0.00449	0.000958853
0.0045	0.00090272
0.00451	0.00093109
0.00452	0.000913224
0.00453	0.000805593
0.00454	0.000883476
0.00455	0.000893579
0.00456	0.00086725
0.00457	0.000925508
0.00458	0.000901534
0.00459	0.000860694
0.0046	0.000838689
0.00461	0.000905058
0.00462	0.000882761
0.00463	0.000863308
0.00464	0.00089647
0.00465	0.000918137
0.00466	0.000940311
0.00467	0.000919174
0.00468	0.00102083
0.00469	0.000959277
0.0047	0.000953101
0.00471	0.000984875
0.00472	0.00101183
0.00473	0.00100299
0.00474	0.00106603
0.00475	0.00112692
0.00476	0.00115888
0.00477	0.00109418
0.00478	0.00111327
0.00479	0.00112132
0.0048	0.00115671
0.00481	0.00112198
0.00482	0.00114512
0.00483	0.00117374
0.00484	0.00119152
0.00485	0.00118195
0.00486	0.00119587
0.00487	0.00124395
0.00488	0.0013073
0.00489	0.00124738
0.0049	0.00118068
0.00491	0.00117993
0.00492	0.00120626
0.00493	0.00120897
0.00494	0.00127587
0.00495	0.00128408
0.00496	0.00135518
0.00497	0.00138809
0.00498	0.00135916
0.00499	0.00136732
0.005	0.00137039
0.00501	0.00129296
0.00502	0.00132076
0.00503	0.00137654
0.00504	0.00140367
0.00505	0.00144474
0.00506	0.00148032
0.00507	0.00147733
0.00508	0.00146981
0.00509	0.00140004
0.0051	0.00144701
0.00511	0.00150375
0.00512	0.00153562
0.00513	0.0015064
0.00514	0.00143611
0.00515	0.00146974
0.00516	0.00145104
0.00517	0.00149134
0.00518	0.00145858
0.00519	0.00150991
0.0052	0.00147219
0.00521	0.00141082
0.00522	0.00136525
0.00523	0.00137044
0.00524	0.00137726
0.00525	0.00139431
0.00526	0.00136554
0.00527	0.00143228
0.00528	0.0014139
0.00529	0.00141317
0.0053	0.00140832
0.00531	0.00139438
0.00532	0.00124823
0.00533	0.00120152
0.00534	0.0011503
0.00535	0.00119235
0.00536	0.00125212
0.00537	0.00114609
0.00538	0.00118479
0.00539	0.00116488
0.0054	0.000976495
0.00541	0.000964338
0.00542	0.00100785
0.00543	0.00106824
0.00544	0.0011096
0.00545	0.000974513
0.00546	0.00099699
0.00547	0.000946847
0.00548	0.000954211
0.00549	0.000909114
0.0055	0.000912103
0.00551	0.000997219
0.00552	0.00102557
0.00553	0.00102447
0.00554	0.000988953
0.00555	0.000986067
0.00556	0.000874461
0.00557	0.000835667
0.00558	0.000899351
0.00559	0.000858675
0.0056	0.00089465
0.00561	0.000952547
0.00562	0.000961207
0.00563	0.000887515
0.00564	0.000891308
0.00565	0.000888402
0.00566	0.000890718
0.00567	0.000899631
0.00568	0.00094253
0.00569	0.000874844
0.0057	0.000809331
0.00571	0.000751719
0.00572	0.000732098
0.00573	0.00080602
0.00574	0.000843154
0.00575	0.00074409
0.00576	0.000764714
0.00577	0.000792056
0.00578	0.00079179
0.00579	0.0007795
0.0058	0.000788258
0.00581	0.000881462
0.00582	0.000903112
0.00583	0.000928558
0.00584	0.000871124
0.00585	0.000938127
0.00586	0.00102014
0.00587	0.00109869
0.00588	0.00113033
0.00589	0.0011745
0.0059	0.00117941
0.00591	0.00119588
0.00592	0.00122655
0.00593	0.00124254
0.00594	0.00126475
0.00595	0.00119872
0.00596	0.00124107
0.00597	0.00127248
0.00598	0.00133622
0.00599	0.00129698
0.006	0.00136998
0.00601	0.00144906
0.00602	0.00139684
0.00603	0.00143352
0.00604	0.00143253
0.00605	0.0014287
0.00606	0.00146159
0.00607	0.00141996
0.00608	0.00137602
0.00609	0.00130048
0.0061	0.00124454
0.00611	0.0012415
0.00612	0.00124906
0.00613	0.00125116
0.00614	0.00127081
0.00615	0.00123582
0.00616	0.00119418
0.00617	0.00123389
0.00618	0.00124613
0.00619	0.00118607
0.0062	0.00121524
0.00621	0.00120628
0.00622	0.00120185
0.00623	0.00116978
0.00624	0.00117176
0.00625	0.00115708
0.00626	0.00112672
0.00627	0.00120175
0.00628	0.00124078
0.00629	0.00124978
0.0063	0.00121561
0.00631	0.00124887
0.00632	0.00133323
0.00633	0.00134923
0.00634	0.00133474
0.00635	0.00129161
0.00636	0.00132086
0.00637	0.00133159
0.00638	0.00140883
0.00639	0.00145447
0.0064	0.00143353
0.00641	0.00137026
0.00642	0.00140783
0.00643	0.00144899
0.00644	0.00146603
0.00645	0.00144688
0.00646	0.00137545
0.00647	0.00139972
0.00648	0.00134155
0.00649	0.00138533
0.0065	0.00141583
0.00651	0.0013306
0.00652	0.00131178
0.00653	0.00136666
0.00654	0.00135638
0.00655	0.00141915
0.00656	0.00148377
0.00657	0.00154893
0.00658	0.00155048
0.00659	0.0016214
0.0066	0.0016124
0.00661	0.00160605
0.00662	0.00162169
0.00663	0.00162063
0.00664	0.00165288
0.00665	0.0016746
0.00666	0.00171335
0.00667	0.00178501
0.00668	0.00174577
0.00669	0.00172792
0.0067	0.00178023
0.00671	0.00177523
0.00672	0.00185023
0.00673	0.00180019
0.00674	0.00182463
0.00675	0.00185125
0.00676	0.00176212
0.00677	0.00167744
0.00678	0.00165753
0.00679	0.00164845
0.0068	0.00163812
0.00681	0.00160144
0.00682	0.00155258
0.00683	0.00157592
0.00684	0.00150308
0.00685	0.00145775
0.00686	0.00150295
0.00687	0.00152724
0.00688	0.0014997
0.00689	0.00148527
0.0069	0.0014022
0.00691	0.00149794
0.00692	0.00153833
0.00693	0.00150256
0.00694	0.001406
0.00695	0.00132892
0.00696	0.0013275
0.00697	0.00134972
0.00698	0.00123622
0.00699	0.00121857
0.007	0.00123323
0.00701	0.00124177
0.00702	0.00127267
0.00703	0.00128421
0.00704	0.00123133
0.00705	0.0012624
0.00706	0.00123995
0.00707	0.00130166
0.00708	0.00125671
0.00709	0.00118012
0.0071	0.00112684
0.00711	0.00108915
0.00712	0.00116208
0.00713	0.00116608
0.00714	0.00122645
0.00715	0.00120679
0.00716	0.00128268
0.00717	0.00133885
0.00718	0.00125884
0.00719	0.00131838
0.0072	0.00130584
0.00721	0.00128615
0.00722	0.00135417
0.00723	0.00135285
0.00724	0.00134257
0.00725	0.00142815
0.00726	0.0013855
0.00727	0.00134646
0.00728	0.00142423
0.00729	0.00143844
0.0073	0.00138732
0.00731	0.00137113
0.00732	0.00141133
0.00733	0.00147578
0.00734	0.00146521
0.00735	0.00147657
0.00736	0.00146904
0.00737	0.00157467
0.00738	0.00152771
0.00739	0.00142781
0.0074	0.00146284
0.00741	0.00147115
0.00742	0.00145351
0.00743	0.00153878
0.00744	0.00154687
0.00745	0.00153567
0.00746	0.00155468
0.00747	0.0016051
0.00748	0.0016381
0.00749	0.00166576
0.0075	0.00167318
0.00751	0.00178705
0.00752	0.00174394
0.00753	0.00176478
0.00754	0.00178223
0.00755	0.00177797
0.00756	0.00172505
0.00757	0.00177827
0.00758	0.00188767
0.00759	0.00182174
0.0076	0.00188024
0.00761	0.0018704
0.00762	0.00185689
0.00763	0.00187456
0.00764	0.00185463
0.00765	0.00187541
0.00766	0.00191979
0.00767	0.0019208
0.00768	0.00194444
0.00769	0.00190836
0.0077	0.00180024
0.00771	0.00178825
0.00772	0.00178682
0.00773	0.0018189
0.00774	0.00179925
0.00775	0.00180084
0.00776	0.00172352
0.00777	0.00169476
0.00778	0.00167283
0.00779	0.00167848
0.0078	0.00172802
0.00781	0.00172949
0.00782	0.00170102
0.00783	0.0016964
0.00784	0.00171275
0.00785	0.00175402
0.00786	0.00179284
0.00787	0.00182996
0.00788	0.00185977
0.00789	0.00185726
0.0079	0.0018372
0.00791	0.00182488
0.00792	0.001835
0.00793	0.00183379
0.00794	0.00183998
0.00795	0.00174725
0.00796	0.00178862
0.00797	0.00179642
0.00798	0.00183616
0.00799	0.00186898
0.008	0.00196495
0.00801	0.0019611
0.00802	0.0019536
0.00803	0.00197205
0.00804	0.00195982
0.00805	0.00192214
0.00806	0.00192905
0.00807	0.00192612
0.00808	0.00193838
0.00809	0.00201264
0.0081	0.00203998
0.00811	0.00209998
0.00812	0.00211259
0.00813	0.00205648
0.00814	0.00206332
0.00815	0.00208136
0.00816	0.00207357
0.00817	0.00205685
0.00818	0.00209426
0.00819	0.00213791
0.0082	0.00210846
0.00821	0.00208856
0.00822	0.00209603
0.00823	0.00204246
0.00824	0.00202081
0.00825	0.00201477
0.00826	0.00208906
0.00827	0.00206629
0.00828	0.00203781
0.00829	0.00198685
0.0083	0.00190377
0.00831	0.00198535
0.00832	0.00203444
0.00833	0.00200227
0.00834	0.0020096
0.00835	0.0020202
0.00836	0.0020538
0.00837	0.00203298
0.00838	0.00203113
0.00839	0.00206501
0.0084	0.00202532
0.00841	0.00203687
0.00842	0.00203425
0.00843	0.00212154
0.00844	0.0021564
0.00845	0.00212008
0.00846	0.00205885
0.00847	0.00205455
0.00848	0.00195496
0.00849	0.00187993
0.0085	0.00189308
0.00851	0.00186883
0.00852	0.00189661
0.00853	0.00196607
0.00854	0.00194971
0.00855	0.00183516
0.00856	0.00177073
0.00857	0.00180804
0.00858	0.00171344
0.00859	0.00173798
0.0086	0.00175685
0.00861	0.00174523
0.00862	0.00181305
0.00863	0.00171695
0.00864	0.00163165
0.00865	0.00170507
0.00866	0.00175281
0.00867	0.00168743
0.00868	0.00170643
0.00869	0.00166379
0.0087	0.00167213
0.00871	0.00159986
0.00872	0.00157733
0.00873	0.00163408
0.00874	0.00158989
0.00875	0.00162983
0.00876	0.00160234
0.00877	0.00166586
0.00878	0.00171527
0.00879	0.00175185
0.0088	0.00172908
0.00881	0.00173214
0.00882	0.00168701
0.00883	0.00170516
0.00884	0.00168231
0.00885	0.00167452
0.00886	0.00176979
0.00887	0.001782
0.00888	0.00176697
0.00889	0.00177031
0.0089	0.00174489
0.00891	0.00164016
0.00892	0.00163961
0.00893	0.00163033
0.00894	0.00166325
0.00895	0.00162458
0.00896	0.00163049
0.00897	0.00165663
0.00898	0.00175335
0.00899	0.00174114
0.009	0.0017344
0.00901	0.00175877
0.00902	0.00179535
0.00903	0.00187314
0.00904	0.00184794
0.00905	0.00186256
0.00906	0.00185436
0.00907	0.00194019
0.00908	0.001999
0.00909	0.00198469
0.0091	0.00201246
0.00911	0.00205421
0.00912	0.00202
0.00913	0.00196162
0.00914	0.00192212
0.00915	0.00196384
0.00916	0.00197509
0.00917	0.00198327
0.00918	0.00198007
0.00919	0.00201245
0.0092	0.00197566
0.00921	0.00206388
0.00922	0.00213413
0.00923	0.00213092
0.00924	0.00217569
0.00925	0.00220461
0.00926	0.00216477
0.00927	0.00217034
0.00928	0.00222826
0.00929	0.00218624
0.0093	0.00214838
0.00931	0.0021728
0.00932	0.00208011
0.00933	0.00207449
0.00934	0.0021232
0.00935	0.0020888
0.00936	0.00205886
0.00937	0.0021432
0.00938	0.00216058
0.00939	0.00220254
0.0094	0.00219173
0.00941	0.00221647
0.00942	0.00222574
0.00943	0.00222539
0.00944	0.00220902
0.00945	0.00211364
0.00946	0.002189
0.00947	0.00218468
0.00948	0.00210971
0.00949	0.0021357
0.0095	0.00211176
0.00951	0.00204515
0.00952	0.0020376
0.00953	0.00208229
0.00954	0.00199589
0.00955	0.00192733
0.00956	0.00195679
0.00957	0.00200657
0.00958	0.00203188
0.00959	0.0019655
0.0096	0.00193662
0.00961	0.00201817
0.00962	0.00198055
0.00963	0.00197397
0.00964	0.0019317
0.00965	0.00189922
0.00966	0.00196113
0.00967	0.0019385
0.00968	0.0019297
0.00969	0.00191565
0.0097	0.00188588
0.00971	0.00190854
0.00972	0.00189317
0.00973	0.00190825
0.00974	0.00193927
0.00975	0.00190959
0.00976	0.00195959
0.00977	0.00193363
0.00978	0.00191428
0.00979	0.00194967
0.0098	0.00194084
0.00981	0.00193476
0.00982	0.00193259
0.00983	0.00191488
0.00984	0.00195277
0.00985	0.00194697
0.00986	0.00193154
0.00987	0.00187444
0.00988	0.00187928
0.00989	0.001908
0.0099	0.00191819
0.00991	0.00200834
0.00992	0.00208875
0.00993	0.00194702
0.00994	0.00197416
0.00995	0.00193087
0.00996	0.00193065
0.00997	0.00196303
0.00998	0.00203242
0.00999	0.00195597
0.01	0.00184284
0.01001	0.0018759
0.01002	0.00186272
0.01003	0.00190112
0.01004	0.00190388
0.01005	0.00186301
0.01006	0.00191804
0.01007	0.00184854
0.01008	0.00186538
0.01009	0.00181187
0.0101	0.00182112
0.01011	0.0019215
0.01012	0.00187346
0.01013	0.00191054
0.01014	0.00186615
0.01015	0.00190363
0.01016	0.00185723
0.01017	0.00184812
0.01018	0.001801
0.01019	0.00175014
0.0102	0.00169635
0.01021	0.00165436
0.01022	0.0016252
0.01023	0.00159879
0.01024	0.00164297
0.01025	0.00168401
0.01026	0.00174105
0.01027	0.00176858
0.01028	0.00179564
0.01029	0.0018973
0.0103	0.00185166
0.01031	0.00186544
0.01032	0.00186911
0.01033	0.00188832
0.01034	0.00195641
0.01035	0.0019
0.01036	0.0018837
0.01037	0.00186073
0.01038	0.00184474
0.01039	0.00176592
0.0104	0.00172444
0.01041	0.0016408
0.01042	0.00163367
0.01043	0.00159949
0.01044	0.00158793
0.01045	0.00152543
0.01046	0.00156226
0.01047	0.00169865
0.01048	0.00171885
0.01049	0.00164763
0.0105	0.0016248
0.01051	0.00163005
0.01052	0.00165817
0.01053	0.00165752
0.01054	0.00166592
0.01055	0.00169576
0.01056	0.00171168
0.01057	0.00163141
0.01058	0.00160644
0.01059	0.00162464
0.0106	0.0016165
0.01061	0.00158069
0.01062	0.00156681
0.01063	0.00149562
0.01064	0.00139617
0.01065	0.00142452
0.01066	0.00140568
0.01067	0.00143533
0.01068	0.00139727
0.01069	0.00139171
0.0107	0.00136393
0.01071	0.00136826
0.01072	0.00129738
0.01073	0.00130009
0.01074	0.00128371
0.01075	0.00126499
0.01076	0.00127669
0.01077	0.00118569
0.01078	0.00117042
0.01079	0.00118646
0.0108	0.00121552
0.01081	0.00119324
0.01082	0.00126
0.01083	0.00128986
0.01084	0.0013744
0.01085	0.00145683
0.01086	0.00148611
0.01087	0.00149627
0.01088	0.00152095
0.01089	0.00158082
0.0109	0.00162769
0.01091	0.00159259
0.01092	0.00153706
0.01093	0.00159363
0.01094	0.00158025
0.01095	0.00152269
0.01096	0.0014865
0.01097	0.00147465
0.01098	0.00143986
0.01099	0.00142564
0.011	0.00137376
0.01101	0.00138465
0.01102	0.00140359
0.01103	0.00133457
0.01104	0.00132559
0.01105	0.00135117
0.01106	0.00132068
0.01107	0.00127589
0.01108	0.00117958
0.01109	0.00110967
0.0111	0.00112855
0.01111	0.00107386
0.01112	0.0011279
0.01113	0.00115185
0.01114	0.00118576
0.01115	0.00121639
0.01116	0.00122481
0.01117	0.00119038
0.01118	0.00115192
0.01119	0.0010909
0.0112	0.00104773
0.01121	0.00106049
0.01122	0.000984526
0.01123	0.00102297
0.01124	0.00109823
0.01125	0.00117317
0.01126	0.00120201
0.01127	0.00107876
0.01128	0.00104606
0.01129	0.00103738
0.0113	0.00100622
0.01131	0.0010651
0.01132	0.00103641
0.01133	0.0010578
0.01134	0.00110069
0.01135	0.00119508
0.01136	0.001238
0.01137	0.00132561
0.01138	0.00136098
0.01139	0.00135833
0.0114	0.00137176
0.01141	0.00141953
0.01142	0.00137683
0.01143	0.00144208
0.01144	0.00145631
0.01145	0.00145273
0.01146	0.00136923
0.01147	0.00131844
0.01148	0.00133369
0.01149	0.00129088
0.0115	0.0012605
0.01151	0.00128727
0.01152	0.00131675
0.01153	0.00131049
0.01154	0.00123757
0.01155	0.00121501
0.01156	0.00128368
0.01157	0.00136809
0.01158	0.00140133
0.01159	0.0013046
0.0116	0.00135024
0.01161	0.00142565
0.01162	0.00147944
0.01163	0.00146291
0.01164	0.00156499
0.01165	0.00164428
0.01166	0.00165161
0.01167	0.00163689
0.01168	0.00164019
0.01169	0.00159361
0.0117	0.00155834
0.01171	0.00154237
0.01172	0.00157346
0.01173	0.00158937
0.01174	0.00170172
0.01175	0.00170757
0.01176	0.00167231
0.01177	0.00173533
0.01178	0.00167226
0.01179	0.00173915
0.0118	0.00171841
0.01181	0.0016821
0.01182	0.00175504
0.01183	0.00182556
0.01184	0.00183876
0.01185	0.00193284
0.01186	0.00196157
0.01187	0.0019463
0.01188	0.00186455
0.01189	0.00182745
0.0119	0.00190971
0.01191	0.00192025
0.01192	0.00192192
0.01193	0.00195088
0.01194	0.00194401
0.01195	0.00193846
0.01196	0.00194972
0.01197	0.00192642
0.01198	0.00197054
0.01199	0.00200139
0.012	0.00191085
0.01201	0.00198747
0.01202	0.00201178
0.01203	0.00199966
0.01204	0.00194157
0.01205	0.00208336
0.01206	0.00210196
0.01207	0.00222556
0.01208	0.00220421
0.01209	0.0022036
0.0121	0.0022269
0.01211	0.00216863
0.01212	0.00221866
0.01213	0.00230103
0.01214	0.00230525
0.01215	0.00227778
0.01216	0.00239434
0.01217	0.00241138
0.01218	0.00242804
0.01219	0.00242544
0.0122	0.00249197
0.01221	0.00244501
0.01222	0.00244318
0.01223	0.00246523
0.01224	0.0024393
0.01225	0.00240202
0.01226	0.00246746
0.01227	0.00246196
0.01228	0.00252114
0.01229	0.00248838
0.0123	0.00248522
0.01231	0.00246796
0.01232	0.00246844
0.01233	0.00246419
0.01234	0.00243173
0.01235	0.00247103
0.01236	0.00245287
0.01237	0.0023811
0.01238	0.00233977
0.01239	0.00236369
0.0124	0.00230336
0.01241	0.00230452
0.01242	0.00224856
0.01243	0.00227319
0.01244	0.00233752
0.01245	0.00237814
0.01246	0.00242103
0.01247	0.00240057
0.01248	0.00233169
0.01249	0.00231758
0.0125	0.00222061
0.01251	0.00226728
0.01252	0.00211263
0.01253	0.00216218
0.01254	0.00211311
0.01255	0.00209165
0.01256	0.00207807
0.01257	0.00206283
0.01258	0.00207088
0.01259	0.00211063
0.0126	0.00209845
0.01261	0.00225066
0.01262	0.00226929
0.01263	0.00229192
0.01264	0.00226591
0.01265	0.00219108
0.01266	0.00220659
0.01267	0.00214192
0.01268	0.00212654
0.01269	0.0021466
0.0127	0.0021492
0.01271	0.00212381
0.01272	0.0021001
